Sex,Age,Height,Team,NOC,Games,Game Type,Year,Date,Season,City,Sport,Event,Medal,Did Medal
M,25,180,Great Britain,GBR,2016 Summer,Summer,2016,2016-01-01T01:00:00Z,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,Silver,1
M,33,180,Great Britain,GBR,2016 Summer,Summer,2016,2016-01-01T01:00:00Z,Summer,Rio de Janeiro,Shooting,Shooting Men's Trap,Bronze,1
F,28,165,Germany,GER,2004 Summer,Summer,2004,2004-01-01T01:00:00Z,Summer,Athina,Football,Football Women's Football,Bronze,1
F,32,165,Germany,GER,2008 Summer,Summer,2008,2008-01-01T01:00:00Z,Summer,Beijing,Football,Football Women's Football,Bronze,1
F,27,183,Brazil,BRA,2012 Summer,Summer,2012,2012-01-01T01:00:00Z,Summer,London,Volleyball,Volleyball Women's Volleyball,Gold,1
F,32,160,Ukraine,UKR,2008 Summer,Summer,2008,2008-01-01T01:00:00Z,Summer,Beijing,Athletics,"Athletics Women's 1,500 metres",Silver,1
F,20,202,Russia,RUS,2008 Summer,Summer,2008,2008-01-01T01:00:00Z,Summer,Beijing,Basketball,Basketball Women's Basketball,Bronze,1
F,23,174,Russia,RUS,2008 Summer,Summer,2008,2008-01-01T01:00:00Z,Summer,Beijing,Athletics,Athletics Women's 4 x 400 metres Relay,Silver,1
F,21,160,China,CHN,2004 Summer,Summer,2004,2004-01-01T01:00:00Z,Summer,Athina,Weightlifting,Weightlifting Women's Light-Heavyweight,Gold,1
F,25,160,China,CHN,2008 Summer,Summer,2008,2008-01-01T01:00:00Z,Summer,Beijing,Weightlifting,Weightlifting Women's Light-Heavyweight,Gold,1
F,29,160,China,CHN,2016 Summer,Summer,2016,2016-01-01T01:00:00Z,Summer,Rio de Janeiro,Athletics,Athletics Women's 20 kilometres Walk,Gold,1
F,18,157,China,CHN,2016 Summer,Summer,2016,2016-01-01T01:00:00Z,Summer,Rio de Janeiro,Diving,Diving Women's Synchronized Platform,Gold,1
M,19,179,China,TPE,2004 Summer,Summer,2004,2004-01-01T01:00:00Z,Summer,Athina,Archery,Archery Men's Team,Silver,1
F,21,168,China,CHN,2008 Summer,Summer,2008,2008-01-01T01:00:00Z,Summer,Beijing,Synchronized Swimming,Synchronized Swimming Women's Team,Bronze,1
F,25,168,China,CHN,2012 Summer,Summer,2012,2012-01-01T01:00:00Z,Summer,London,Synchronized Swimming,Synchronized Swimming Women's Duet,Bronze,1
F,25,168,China,CHN,2012 Summer,Summer,2012,2012-01-01T01:00:00Z,Summer,London,Synchronized Swimming,Synchronized Swimming Women's Team,Silver,1
F,25,160,China,CHN,2016 Summer,Summer,2016,2016-01-01T01:00:00Z,Summer,Rio de Janeiro,Table Tennis,Table Tennis Women's Team,Gold,1
F,25,178,China,CHN,2004 Summer,Summer,2004,2004-01-01T01:00:00Z,Summer,Athina,Judo,Judo Women's Half-Heavyweight,Silver,1
M,21,188,China,CHN,2004 Summer,Summer,2004,2004-01-01T01:00:00Z,Summer,Athina,Athletics,Athletics Men's 110 metres Hurdles,Gold,1
M,28,201,China,CHN,2012 Summer,Summer,2012,2012-01-01T01:00:00Z,Summer,London,Taekwondo,Taekwondo Men's Heavyweight,Bronze,1
F,26,188,China,CHN,2016 Summer,Summer,2016,2016-01-01T01:00:00Z,Summer,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball,Gold,1
F,23,186,China,CHN,2004 Summer,Summer,2004,2004-01-01T01:00:00Z,Summer,Athina,Volleyball,Volleyball Women's Volleyball,Gold,1
F,27,186,China,CHN,2008 Summer,Summer,2008,2008-01-01T01:00:00Z,Summer,Beijing,Volleyball,Volleyball Women's Volleyball,Bronze,1
M,21,162,China,CHN,2016 Summer,Summer,2016,2016-01-01T01:00:00Z,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Team All-Around,Bronze,1
F,19,181,China,CHN,2008 Summer,Summer,2008,2008-01-01T01:00:00Z,Summer,Beijing,Swimming,Swimming Women's 200 metres Butterfly,Gold,1
F,18,160,United States,USA,2008 Summer,Summer,2008,2008-01-01T01:00:00Z,Summer,Beijing,Gymnastics,Gymnastics Women's Individual All-Around,Gold,1
F,18,160,United States,USA,2008 Summer,Summer,2008,2008-01-01T01:00:00Z,Summer,Beijing,Gymnastics,Gymnastics Women's Team All-Around,Silver,1
F,18,160,United States,USA,2008 Summer,Summer,2008,2008-01-01T01:00:00Z,Summer,Beijing,Gymnastics,Gymnastics Women's Floor Exercise,Bronze,1
F,18,160,United States,USA,2008 Summer,Summer,2008,2008-01-01T01:00:00Z,Summer,Beijing,Gymnastics,Gymnastics Women's Uneven Bars,Silver,1
F,18,160,United States,USA,2008 Summer,Summer,2008,2008-01-01T01:00:00Z,Summer,Beijing,Gymnastics,Gymnastics Women's Balance Beam,Silver,1
F,24,165,Denmark,DEN,2004 Summer,Summer,2004,2004-01-01T01:00:00Z,Summer,Athina,Sailing,Sailing Women's One Person Dinghy,Bronze,1
M,28,177,Australia,AUS,2004 Summer,Summer,2004,2004-01-01T01:00:00Z,Summer,Athina,Hockey,Hockey Men's Hockey,Gold,1
M,35,180,Spain,ESP,2004 Summer,Summer,2004,2004-01-01T01:00:00Z,Summer,Athina,Cycling,Cycling Men's Points Race,Silver,1
M,39,180,Spain,ESP,2008 Summer,Summer,2008,2008-01-01T01:00:00Z,Summer,Beijing,Cycling,Cycling Men's Points Race,Gold,1
M,39,180,Spain,ESP,2008 Summer,Summer,2008,2008-01-01T01:00:00Z,Summer,Beijing,Cycling,Cycling Men's Madison,Silver,1
M,32,190,France,FRA,2012 Summer,Summer,2012,2012-01-01T01:00:00Z,Summer,London,Tennis,Tennis Men's Doubles,Silver,1
F,26,170,United States,USA,2008 Summer,Summer,2008,2008-01-01T01:00:00Z,Summer,Beijing,Football,Football Women's Football,Gold,1
F,30,170,United States,USA,2012 Summer,Summer,2012,2012-01-01T01:00:00Z,Summer,London,Football,Football Women's Football,Gold,1
F,26,180,United States,USA,2016 Summer,Summer,2016,2016-01-01T01:00:00Z,Summer,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball,Bronze,1
M,37,200,Australia,AUS,2004 Summer,Summer,2004,2004-01-01T01:00:00Z,Summer,Athina,Baseball,Baseball Men's Baseball,Silver,1
M,24,192,Spain,ESP,2012 Summer,Summer,2012,2012-01-01T01:00:00Z,Summer,London,Basketball,Basketball Men's Basketball,Silver,1
M,28,192,Spain,ESP,2016 Summer,Summer,2016,2016-01-01T01:00:00Z,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,Bronze,1
M,27,195,France,FRA,2012 Summer,Summer,2012,2012-01-01T01:00:00Z,Summer,London,Sailing,Sailing Men's One Person Heavyweight Dinghy,Bronze,1
M,19,193,Russia,RUS,2008 Summer,Summer,2008,2008-01-01T01:00:00Z,Summer,Beijing,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Silver,1
M,23,193,Russia,RUS,2012 Summer,Summer,2012,2012-01-01T01:00:00Z,Summer,London,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Bronze,1
M,20,188,United States,USA,2004 Summer,Summer,2004,2004-01-01T01:00:00Z,Summer,Athina,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold,1
M,20,188,United States,USA,2004 Summer,Summer,2004,2004-01-01T01:00:00Z,Summer,Athina,Swimming,Swimming Men's 200 metres Individual Medley,Silver,1
M,24,188,United States,USA,2008 Summer,Summer,2008,2008-01-01T01:00:00Z,Summer,Beijing,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold,1
M,24,188,United States,USA,2008 Summer,Summer,2008,2008-01-01T01:00:00Z,Summer,Beijing,Swimming,Swimming Men's 200 metres Backstroke,Gold,1
M,24,188,United States,USA,2008 Summer,Summer,2008,2008-01-01T01:00:00Z,Summer,Beijing,Swimming,Swimming Men's 200 metres Individual Medley,Bronze,1
M,24,188,United States,USA,2008 Summer,Summer,2008,2008-01-01T01:00:00Z,Summer,Beijing,Swimming,Swimming Men's 400 metres Individual Medley,Bronze,1
M,27,188,United States,USA,2012 Summer,Summer,2012,2012-01-01T01:00:00Z,Summer,London,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Silver,1
M,27,188,United States,USA,2012 Summer,Summer,2012,2012-01-01T01:00:00Z,Summer,London,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold,1
M,27,188,United States,USA,2012 Summer,Summer,2012,2012-01-01T01:00:00Z,Summer,London,Swimming,Swimming Men's 200 metres Backstroke,Bronze,1
M,27,188,United States,USA,2012 Summer,Summer,2012,2012-01-01T01:00:00Z,Summer,London,Swimming,Swimming Men's 200 metres Individual Medley,Silver,1
M,27,188,United States,USA,2012 Summer,Summer,2012,2012-01-01T01:00:00Z,Summer,London,Swimming,Swimming Men's 400 metres Individual Medley,Gold,1
M,32,188,United States,USA,2016 Summer,Summer,2016,2016-01-01T01:00:00Z,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold,1
M,24,191,Australia,AUS,2012 Summer,Summer,2012,2012-01-01T01:00:00Z,Summer,London,Rowing,Rowing Men's Coxless Fours,Silver,1
M,28,191,Australia,AUS,2016 Summer,Summer,2016,2016-01-01T01:00:00Z,Summer,Rio de Janeiro,Rowing,Rowing Men's Coxless Fours,Silver,1
M,21,196,Italy,ITA,2016 Summer,Summer,2016,2016-01-01T01:00:00Z,Summer,Rio de Janeiro,Rowing,Rowing Men's Coxless Fours,Bronze,1
F,27,188,United States,USA,2012 Summer,Summer,2012,2012-01-01T01:00:00Z,Summer,London,Rowing,Rowing Women's Coxed Eights,Gold,1
M,28,187,Australia,AUS,2004 Summer,Summer,2004,2004-01-01T01:00:00Z,Summer,Athina,Rowing,Rowing Men's Lightweight Coxless Fours,Silver,1
F,20,188,United States,USA,2008 Summer,Summer,2008,2008-01-01T01:00:00Z,Summer,Beijing,Rowing,Rowing Women's Coxed Eights,Gold,1
F,24,188,United States,USA,2012 Summer,Summer,2012,2012-01-01T01:00:00Z,Summer,London,Rowing,Rowing Women's Coxed Eights,Gold,1
F,28,188,United States,USA,2016 Summer,Summer,2016,2016-01-01T01:00:00Z,Summer,Rio de Janeiro,Rowing,Rowing Women's Coxed Eights,Gold,1
F,24,174,Russia,RUS,2004 Summer,Summer,2004,2004-01-01T01:00:00Z,Summer,Athina,Fencing,"Fencing Women's epee, Team",Gold,1
F,36,174,Russia,RUS,2016 Summer,Summer,2016,2016-01-01T01:00:00Z,Summer,Rio de Janeiro,Fencing,"Fencing Women's epee, Team",Bronze,1
M,20,170,Ukraine,UKR,2008 Summer,Summer,2008,2008-01-01T01:00:00Z,Summer,Beijing,Boxing,Boxing Men's Featherweight,Gold,1
M,24,170,Ukraine,UKR,2012 Summer,Summer,2012,2012-01-01T01:00:00Z,Summer,London,Boxing,Boxing Men's Lightweight,Gold,1
M,17,150,China,CHN,2008 Summer,Summer,2008,2008-01-01T01:00:00Z,Summer,Beijing,Weightlifting,Weightlifting Men's Bantamweight,Gold,1
M,25,150,China,CHN,2016 Summer,Summer,2016,2016-01-01T01:00:00Z,Summer,Rio de Janeiro,Weightlifting,Weightlifting Men's Bantamweight,Gold,1
F,24,170,Italy,ITA,2016 Summer,Summer,2016,2016-01-01T01:00:00Z,Summer,Rio de Janeiro,Cycling,"Cycling Women's Road Race, Individual",Bronze,1
M,38,190,Sweden,SWE,2008 Summer,Summer,2008,2008-01-01T01:00:00Z,Summer,Beijing,Sailing,Sailing Men's Two Person Keelboat,Bronze,1
M,42,190,Sweden,SWE,2012 Summer,Summer,2012,2012-01-01T01:00:00Z,Summer,London,Sailing,Sailing Men's Two Person Keelboat,Gold,1
F,25,163,Canada,CAN,2008 Summer,Summer,2008,2008-01-01T01:00:00Z,Summer,Beijing,Athletics,Athletics Women's 100 metres Hurdles,Bronze,1
F,24,178,United States,USA,2008 Summer,Summer,2008,2008-01-01T01:00:00Z,Summer,Beijing,Taekwondo,Taekwondo Women's Featherweight,Bronze,1
F,21,169,Spain,ESP,2016 Summer,Summer,2016,2016-01-01T01:00:00Z,Summer,Rio de Janeiro,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Silver,1
F,20,168,Spain,ESP,2008 Summer,Summer,2008,2008-01-01T01:00:00Z,Summer,Beijing,Synchronized Swimming,Synchronized Swimming Women's Team,Silver,1
F,24,171,Spain,ESP,2012 Summer,Summer,2012,2012-01-01T01:00:00Z,Summer,London,Water Polo,Water Polo Women's Water Polo,Silver,1
M,34,175,Spain,ESP,2016 Summer,Summer,2016,2016-01-01T01:00:00Z,Summer,Rio de Janeiro,Tennis,Tennis Men's Doubles,Gold,1
M,26,183,United States,USA,2008 Summer,Summer,2008,2008-01-01T01:00:00Z,Summer,Beijing,Taekwondo,Taekwondo Men's Featherweight,Silver,1
F,22,168,Spain,ESP,2012 Summer,Summer,2012,2012-01-01T01:00:00Z,Summer,London,Handball,Handball Women's Handball,Bronze,1
M,27,180,France,FRA,2008 Summer,Summer,2008,2008-01-01T01:00:00Z,Summer,Beijing,Fencing,"Fencing Men's Sabre, Individual",Silver,1
M,27,180,France,FRA,2008 Summer,Summer,2008,2008-01-01T01:00:00Z,Summer,Beijing,Fencing,"Fencing Men's Sabre, Team",Gold,1
M,28,184,Spain,ESP,2008 Summer,Summer,2008,2008-01-01T01:00:00Z,Summer,Beijing,Basketball,Basketball Men's Basketball,Silver,1
M,25,191,United States,USA,2004 Summer,Summer,2004,2004-01-01T01:00:00Z,Summer,Athina,Taekwondo,Taekwondo Men's Welterweight,Gold,1
M,29,191,United States,USA,2008 Summer,Summer,2008,2008-01-01T01:00:00Z,Summer,Beijing,Taekwondo,Taekwondo Men's Welterweight,Bronze,1
F,23,180,United States,USA,2004 Summer,Summer,2004,2004-01-01T01:00:00Z,Summer,Athina,Water Polo,Water Polo Women's Water Polo,Bronze,1
F,19,170,Germany,GER,2016 Summer,Summer,2016,2016-01-01T01:00:00Z,Summer,Rio de Janeiro,Hockey,Hockey Women's Hockey,Bronze,1
M,25,172,Hungary,HUN,2012 Summer,Summer,2012,2012-01-01T01:00:00Z,Summer,London,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",Silver,1
M,20,190,Great Britain,GBR,2012 Summer,Summer,2012,2012-01-01T01:00:00Z,Summer,London,Rowing,Rowing Men's Coxed Eights,Bronze,1
M,24,190,Great Britain,GBR,2016 Summer,Summer,2016,2016-01-01T01:00:00Z,Summer,Rio de Janeiro,Rowing,Rowing Men's Coxless Fours,Gold,1
M,23,208,United States,USA,2012 Summer,Summer,2012,2012-01-01T01:00:00Z,Summer,London,Basketball,Basketball Men's Basketball,Gold,1
M,36,170,United States,USA,2004 Summer,Summer,2004,2004-01-01T01:00:00Z,Summer,Athina,Sailing,Sailing Mixed Multihull,Silver,1
F,23,170,United States,USA,2008 Summer,Summer,2008,2008-01-01T01:00:00Z,Summer,Beijing,Softball,Softball Women's Softball,Silver,1
F,23,193,United States,USA,2016 Summer,Summer,2016,2016-01-01T01:00:00Z,Summer,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball,Bronze,1
F,20,167,United States,USA,2004 Summer,Summer,2004,2004-01-01T01:00:00Z,Summer,Athina,Synchronized Swimming,Synchronized Swimming Women's Team,Bronze,1
M,30,183,United States,USA,2016 Summer,Summer,2016,2016-01-01T01:00:00Z,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,Gold,1
M,32,196,Spain,ESP,2008 Summer,Summer,2008,2008-01-01T01:00:00Z,Summer,Beijing,Handball,Handball Men's Handball,Bronze,1
F,29,173,Norway,NOR,2012 Summer,Summer,2012,2012-01-01T01:00:00Z,Summer,London,Handball,Handball Women's Handball,Gold,1
F,33,173,Norway,NOR,2016 Summer,Summer,2016,2016-01-01T01:00:00Z,Summer,Rio de Janeiro,Handball,Handball Women's Handball,Bronze,1
M,19,170,China,CHN,2008 Summer,Summer,2008,2008-01-01T01:00:00Z,Summer,Beijing,Trampolining,Trampolining Men's Individual,Gold,1
M,23,170,China,CHN,2012 Summer,Summer,2012,2012-01-01T01:00:00Z,Summer,London,Trampolining,Trampolining Men's Individual,Bronze,1
M,21,175,China,CHN,2012 Summer,Summer,2012,2012-01-01T01:00:00Z,Summer,London,Weightlifting,Weightlifting Men's Middleweight,Silver,1
M,27,172,China,CHN,2012 Summer,Summer,2012,2012-01-01T01:00:00Z,Summer,London,Weightlifting,Weightlifting Men's Middleweight,Gold,1
M,32,172,China,CHN,2016 Summer,Summer,2016,2016-01-01T01:00:00Z,Summer,Rio de Janeiro,Weightlifting,Weightlifting Men's Middleweight,Silver,1
F,22,160,China,CHN,2016 Summer,Summer,2016,2016-01-01T01:00:00Z,Summer,Rio de Janeiro,Athletics,Athletics Women's 20 kilometres Walk,Bronze,1
F,23,175,China,CHN,2012 Summer,Summer,2012,2012-01-01T01:00:00Z,Summer,London,Swimming,Swimming Women's 100 metres Butterfly,Silver,1
F,23,157,China,TPE,2008 Summer,Summer,2008,2008-01-01T01:00:00Z,Summer,Beijing,Weightlifting,Weightlifting Women's Middleweight,Bronze,1
M,22,175,China,CHN,2008 Summer,Summer,2008,2008-01-01T01:00:00Z,Summer,Beijing,Weightlifting,Weightlifting Men's Light-Heavyweight,Gold,1
F,25,174,China,CHN,2008 Summer,Summer,2008,2008-01-01T01:00:00Z,Summer,Beijing,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Silver,1
M,23,182,China,CHN,2012 Summer,Summer,2012,2012-01-01T01:00:00Z,Summer,London,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze,1
M,23,180,Brazil,BRA,2016 Summer,Summer,2016,2016-01-01T01:00:00Z,Summer,Rio de Janeiro,Football,Football Men's Football,Gold,1
M,23,183,Brazil,BRA,2016 Summer,Summer,2016,2016-01-01T01:00:00Z,Summer,Rio de Janeiro,Football,Football Men's Football,Gold,1
M,24,195,Brazil,BRA,2016 Summer,Summer,2016,2016-01-01T01:00:00Z,Summer,Rio de Janeiro,Volleyball,Volleyball Men's Volleyball,Gold,1
M,21,179,Brazil,BRA,2008 Summer,Summer,2008,2008-01-01T01:00:00Z,Summer,Beijing,Football,Football Men's Football,Bronze,1
M,19,173,Brazil,BRA,2012 Summer,Summer,2012,2012-01-01T01:00:00Z,Summer,London,Football,Football Men's Football,Silver,1
M,38,186,France,FRA,2016 Summer,Summer,2016,2016-01-01T01:00:00Z,Summer,Rio de Janeiro,Fencing,"Fencing Men's epee, Team",Gold,1
M,20,194,Great Britain,GBR,2008 Summer,Summer,2008,2008-01-01T01:00:00Z,Summer,Beijing,Rowing,Rowing Men's Coxed Eights,Silver,1
F,30,181,Germany,GER,2016 Summer,Summer,2016,2016-01-01T01:00:00Z,Summer,Rio de Janeiro,Beach Volleyball,Beach Volleyball Women's Beach Volleyball,Gold,1
M,32,196,Brazil,BRA,2016 Summer,Summer,2016,2016-01-01T01:00:00Z,Summer,Rio de Janeiro,Volleyball,Volleyball Men's Volleyball,Gold,1
M,31,170,Ukraine,UKR,2004 Summer,Summer,2004,2004-01-01T01:00:00Z,Summer,Athina,Sailing,Sailing Mixed Skiff,Silver,1
F,24,170,Canada,CAN,2016 Summer,Summer,2016,2016-01-01T01:00:00Z,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,Bronze,1
M,23,190,Russia,RUS,2008 Summer,Summer,2008,2008-01-01T01:00:00Z,Summer,Beijing,Athletics,Athletics Men's Pole Vault,Silver,1
F,28,181,Norway,NOR,2008 Summer,Summer,2008,2008-01-01T01:00:00Z,Summer,Beijing,Handball,Handball Women's Handball,Gold,1
F,32,181,Norway,NOR,2012 Summer,Summer,2012,2012-01-01T01:00:00Z,Summer,London,Handball,Handball Women's Handball,Gold,1
F,36,181,Norway,NOR,2016 Summer,Summer,2016,2016-01-01T01:00:00Z,Summer,Rio de Janeiro,Handball,Handball Women's Handball,Bronze,1
F,21,180,China,CHN,2004 Summer,Summer,2004,2004-01-01T01:00:00Z,Summer,Athina,Taekwondo,Taekwondo Women's Welterweight,Gold,1
F,20,166,China,CHN,2008 Summer,Summer,2008,2008-01-01T01:00:00Z,Summer,Beijing,Synchronized Swimming,Synchronized Swimming Women's Team,Bronze,1
F,24,166,China,CHN,2012 Summer,Summer,2012,2012-01-01T01:00:00Z,Summer,London,Synchronized Swimming,Synchronized Swimming Women's Team,Silver,1
F,28,170,China,CHN,2012 Summer,Summer,2012,2012-01-01T01:00:00Z,Summer,London,Fencing,"Fencing Women's epee, Team",Gold,1
F,20,167,China,CHN,2004 Summer,Summer,2004,2004-01-01T01:00:00Z,Summer,Athina,Swimming,Swimming Women's 100 metres Breaststroke,Gold,1
M,26,165,China,CHN,2012 Summer,Summer,2012,2012-01-01T01:00:00Z,Summer,London,Diving,Diving Men's Synchronized Springboard,Gold,1
M,25,183,Italy,ITA,2016 Summer,Summer,2016,2016-01-01T01:00:00Z,Summer,Rio de Janeiro,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,Silver,1
M,28,183,Germany,GER,2008 Summer,Summer,2008,2008-01-01T01:00:00Z,Summer,Beijing,Swimming,Swimming Men's 10 kilometres Open Water,Bronze,1
M,32,183,Germany,GER,2012 Summer,Summer,2012,2012-01-01T01:00:00Z,Summer,London,Swimming,Swimming Men's 10 kilometres Open Water,Silver,1
M,23,186,Germany,GER,2004 Summer,Summer,2004,2004-01-01T01:00:00Z,Summer,Athina,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",Silver,1
F,30,185,Germany,GER,2004 Summer,Summer,2004,2004-01-01T01:00:00Z,Summer,Athina,Rowing,Rowing Women's Quadruple Sculls,Gold,1
F,34,185,Germany,GER,2008 Summer,Summer,2008,2008-01-01T01:00:00Z,Summer,Beijing,Rowing,Rowing Women's Quadruple Sculls,Bronze,1
M,24,181,Belgium,BEL,2016 Summer,Summer,2016,2016-01-01T01:00:00Z,Summer,Rio de Janeiro,Hockey,Hockey Men's Hockey,Silver,1
M,32,172,France,FRA,2004 Summer,Summer,2004,2004-01-01T01:00:00Z,Summer,Athina,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold,1
M,30,178,Russia,RUS,2004 Summer,Summer,2004,2004-01-01T01:00:00Z,Summer,Athina,Shooting,"Shooting Men's Running Target, 10 metres",Bronze,1
M,31,202,Ukraine,UKR,2004 Summer,Summer,2004,2004-01-01T01:00:00Z,Summer,Athina,Rowing,Rowing Men's Quadruple Sculls,Bronze,1
F,28,180,Russia,RUS,2012 Summer,Summer,2012,2012-01-01T01:00:00Z,Summer,London,Athletics,Athletics Women's Hammer Throw,Gold,1
F,24,167,China,CHN,2012 Summer,Summer,2012,2012-01-01T01:00:00Z,Summer,London,Badminton,Badminton Mixed Doubles,Silver,1
M,24,176,China,CHN,2004 Summer,Summer,2004,2004-01-01T01:00:00Z,Summer,Athina,Table Tennis,Table Tennis Men's Doubles,Gold,1
M,28,176,China,CHN,2008 Summer,Summer,2008,2008-01-01T01:00:00Z,Summer,Beijing,Table Tennis,Table Tennis Men's Singles,Gold,1
M,28,176,China,CHN,2008 Summer,Summer,2008,2008-01-01T01:00:00Z,Summer,Beijing,Table Tennis,Table Tennis Men's Team,Gold,1
M,23,175,China,CHN,2012 Summer,Summer,2012,2012-01-01T01:00:00Z,Summer,London,Table Tennis,Table Tennis Men's Team,Gold,1
M,27,175,China,CHN,2016 Summer,Summer,2016,2016-01-01T01:00:00Z,Summer,Rio de Janeiro,Table Tennis,Table Tennis Men's Singles,Gold,1
M,27,175,China,CHN,2016 Summer,Summer,2016,2016-01-01T01:00:00Z,Summer,Rio de Janeiro,Table Tennis,Table Tennis Men's Team,Gold,1
F,28,174,China,CHN,2008 Summer,Summer,2008,2008-01-01T01:00:00Z,Summer,Beijing,Hockey,Hockey Women's Hockey,Silver,1
F,21,189,China,CHN,2008 Summer,Summer,2008,2008-01-01T01:00:00Z,Summer,Beijing,Volleyball,Volleyball Women's Volleyball,Bronze,1
F,26,163,Japan,JPN,2008 Summer,Summer,2008,2008-01-01T01:00:00Z,Summer,Beijing,Softball,Softball Women's Softball,Gold,1
M,39,175,Canada,CAN,2004 Summer,Summer,2004,2004-01-01T01:00:00Z,Summer,Athina,Sailing,Sailing Men's Two Person Keelboat,Silver,1
M,31,187,United States,USA,2004 Summer,Summer,2004,2004-01-01T01:00:00Z,Summer,Athina,Athletics,Athletics Men's Pole Vault,Gold,1
F,24,161,Australia,AUS,2008 Summer,Summer,2008,2008-01-01T01:00:00Z,Summer,Beijing,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Gold,1
F,22,172,Canada,CAN,2016 Summer,Summer,2016,2016-01-01T01:00:00Z,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Bronze,1
F,23,158,Canada,CAN,2012 Summer,Summer,2012,2012-01-01T01:00:00Z,Summer,London,Trampolining,Trampolining Women's Individual,Gold,1
F,27,158,Canada,CAN,2016 Summer,Summer,2016,2016-01-01T01:00:00Z,Summer,Rio de Janeiro,Trampolining,Trampolining Women's Individual,Gold,1
F,28,172,Great Britain,GBR,2012 Summer,Summer,2012,2012-01-01T01:00:00Z,Summer,London,Hockey,Hockey Women's Hockey,Bronze,1
F,32,172,Great Britain,GBR,2016 Summer,Summer,2016,2016-01-01T01:00:00Z,Summer,Rio de Janeiro,Hockey,Hockey Women's Hockey,Gold,1
F,25,168,Australia,AUS,2012 Summer,Summer,2012,2012-01-01T01:00:00Z,Summer,London,Basketball,Basketball Women's Basketball,Bronze,1
F,29,171,Australia,AUS,2004 Summer,Summer,2004,2004-01-01T01:00:00Z,Summer,Athina,Cycling,"Cycling Women's Individual Pursuit, 3,000 metres",Silver,1
F,28,175,Poland,POL,2016 Summer,Summer,2016,2016-01-01T01:00:00Z,Summer,Rio de Janeiro,Rowing,Rowing Women's Double Sculls,Gold,1
M,24,191,Hungary,HUN,2004 Summer,Summer,2004,2004-01-01T01:00:00Z,Summer,Athina,Water Polo,Water Polo Men's Water Polo,Gold,1
M,28,191,Hungary,HUN,2008 Summer,Summer,2008,2008-01-01T01:00:00Z,Summer,Beijing,Water Polo,Water Polo Men's Water Polo,Gold,1
F,40,168,United States,USA,2004 Summer,Summer,2004,2004-01-01T01:00:00Z,Summer,Athina,Equestrianism,"Equestrianism Mixed Jumping, Team",Gold,1
F,44,168,United States,USA,2008 Summer,Summer,2008,2008-01-01T01:00:00Z,Summer,Beijing,Equestrianism,"Equestrianism Mixed Jumping, Individual",Bronze,1
F,44,168,United States,USA,2008 Summer,Summer,2008,2008-01-01T01:00:00Z,Summer,Beijing,Equestrianism,"Equestrianism Mixed Jumping, Team",Gold,1
F,52,168,United States,USA,2016 Summer,Summer,2016,2016-01-01T01:00:00Z,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Jumping, Team",Silver,1
F,26,168,United States,USA,2012 Summer,Summer,2012,2012-01-01T01:00:00Z,Summer,London,Athletics,Athletics Women's 4 x 100 metres Relay,Gold,1
F,30,168,United States,USA,2016 Summer,Summer,2016,2016-01-01T01:00:00Z,Summer,Rio de Janeiro,Athletics,Athletics Women's 4 x 100 metres Relay,Gold,1
F,30,168,United States,USA,2016 Summer,Summer,2016,2016-01-01T01:00:00Z,Summer,Rio de Janeiro,Athletics,Athletics Women's Long Jump,Gold,1
M,18,187,Denmark,DEN,2016 Summer,Summer,2016,2016-01-01T01:00:00Z,Summer,Rio de Janeiro,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Bronze,1
M,27,180,Denmark,DEN,2008 Summer,Summer,2008,2008-01-01T01:00:00Z,Summer,Beijing,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Silver,1
